user_id,first_tx_id,first_tx_date,cohort_month
224,210,2022-01-25,2022-01
242,211,2022-01-25,2022-01
252,212,2022-01-25,2022-01
263,213,2022-01-25,2022-01
264,214,2022-01-25,2022-01
230,215,2022-01-26,2022-01
240,216,2022-01-26,2022-01
243,217,2022-01-26,2022-01
256,218,2022-01-26,2022-01
266,219,2022-01-26,2022-01
287,220,2022-01-26,2022-01
293,221,2022-01-26,2022-01
220,222,2022-01-27,2022-01
226,223,2022-01-27,2022-01
233,224,2022-01-27,2022-01
251,225,2022-01-27,2022-01
258,226,2022-01-27,2022-01
276,227,2022-01-27,2022-01
285,228,2022-01-27,2022-01
288,229,2022-01-27,2022-01
294,230,2022-01-27,2022-01
308,231,2022-01-27,2022-01
310,232,2022-01-27,2022-01
270,234,2022-01-28,2022-01
289,235,2022-01-28,2022-01
306,236,2022-01-28,2022-01
309,237,2022-01-28,2022-01
314,238,2022-01-28,2022-01
248,240,2022-01-29,2022-01
249,241,2022-01-29,2022-01
269,242,2022-01-29,2022-01
284,243,2022-01-29,2022-01
292,244,2022-01-29,2022-01
297,245,2022-01-29,2022-01
311,246,2022-01-29,2022-01
317,247,2022-01-29,2022-01
259,248,2022-01-30,2022-01
272,249,2022-01-30,2022-01
274,250,2022-01-30,2022-01
275,251,2022-01-30,2022-01
299,252,2022-01-30,2022-01
302,253,2022-01-30,2022-01
307,254,2022-01-30,2022-01
316,255,2022-01-30,2022-01
321,256,2022-01-30,2022-01
326,257,2022-01-30,2022-01
330,258,2022-01-30,2022-01
335,259,2022-01-30,2022-01
345,260,2022-01-30,2022-01
265,261,2022-01-31,2022-01
271,262,2022-01-31,2022-01
278,263,2022-01-31,2022-01
281,264,2022-01-31,2022-01
282,265,2022-01-31,2022-01
290,266,2022-01-31,2022-01
291,267,2022-01-31,2022-01
295,268,2022-01-31,2022-01
296,269,2022-01-31,2022-01
298,270,2022-01-31,2022-01
300,271,2022-01-31,2022-01
301,272,2022-01-31,2022-01
305,273,2022-01-31,2022-01
312,274,2022-01-31,2022-01
313,275,2022-01-31,2022-01
315,276,2022-01-31,2022-01
318,277,2022-01-31,2022-01
320,278,2022-01-31,2022-01
322,279,2022-01-31,2022-01
323,280,2022-01-31,2022-01
325,281,2022-01-31,2022-01
327,282,2022-01-31,2022-01
327,283,2022-01-31,2022-01
329,284,2022-01-31,2022-01
331,285,2022-01-31,2022-01
332,286,2022-01-31,2022-01
334,287,2022-01-31,2022-01
336,288,2022-01-31,2022-01
337,289,2022-01-31,2022-01
338,290,2022-01-31,2022-01
339,291,2022-01-31,2022-01
341,292,2022-01-31,2022-01
342,293,2022-01-31,2022-01
343,294,2022-01-31,2022-01
344,295,2022-01-31,2022-01
346,296,2022-01-31,2022-01
349,297,2022-01-31,2022-01
363,298,2022-02-01,2022-02
352,299,2022-02-02,2022-02
360,300,2022-02-02,2022-02
365,301,2022-02-02,2022-02
366,302,2022-02-02,2022-02
368,303,2022-02-02,2022-02
371,304,2022-02-02,2022-02
351,305,2022-02-03,2022-02
353,306,2022-02-03,2022-02
357,307,2022-02-03,2022-02
358,308,2022-02-03,2022-02
369,309,2022-02-03,2022-02
372,310,2022-02-03,2022-02
354,312,2022-02-05,2022-02
370,313,2022-02-05,2022-02
379,314,2022-02-05,2022-02
384,315,2022-02-05,2022-02
387,316,2022-02-05,2022-02
392,317,2022-02-05,2022-02
393,318,2022-02-05,2022-02
402,319,2022-02-05,2022-02
404,320,2022-02-05,2022-02
411,321,2022-02-05,2022-02
359,322,2022-02-06,2022-02
367,323,2022-02-06,2022-02
385,324,2022-02-06,2022-02
390,325,2022-02-06,2022-02
401,326,2022-02-06,2022-02
407,327,2022-02-06,2022-02
410,328,2022-02-06,2022-02
356,329,2022-02-07,2022-02
364,330,2022-02-07,2022-02
376,331,2022-02-07,2022-02
380,332,2022-02-07,2022-02
398,333,2022-02-07,2022-02
413,334,2022-02-07,2022-02
420,335,2022-02-07,2022-02
423,336,2022-02-07,2022-02
438,337,2022-02-07,2022-02
442,338,2022-02-07,2022-02
361,339,2022-02-08,2022-02
374,340,2022-02-08,2022-02
377,341,2022-02-08,2022-02
381,342,2022-02-08,2022-02
414,343,2022-02-08,2022-02
415,344,2022-02-08,2022-02
416,345,2022-02-08,2022-02
431,346,2022-02-08,2022-02
441,347,2022-02-08,2022-02
378,348,2022-02-09,2022-02
386,349,2022-02-09,2022-02
397,350,2022-02-09,2022-02
412,351,2022-02-09,2022-02
425,352,2022-02-09,2022-02
430,353,2022-02-09,2022-02
432,354,2022-02-09,2022-02
433,355,2022-02-09,2022-02
436,356,2022-02-09,2022-02
450,357,2022-02-09,2022-02
452,358,2022-02-09,2022-02
373,359,2022-02-10,2022-02
388,360,2022-02-10,2022-02
389,361,2022-02-10,2022-02
394,362,2022-02-10,2022-02
399,363,2022-02-10,2022-02
400,364,2022-02-10,2022-02
406,365,2022-02-10,2022-02
409,366,2022-02-10,2022-02
417,367,2022-02-10,2022-02
421,368,2022-02-10,2022-02
429,369,2022-02-10,2022-02
451,370,2022-02-10,2022-02
455,371,2022-02-10,2022-02
391,372,2022-02-11,2022-02
395,373,2022-02-11,2022-02
396,374,2022-02-11,2022-02
403,375,2022-02-11,2022-02
405,376,2022-02-11,2022-02
422,377,2022-02-11,2022-02
426,378,2022-02-11,2022-02
434,379,2022-02-11,2022-02
439,380,2022-02-11,2022-02
449,381,2022-02-11,2022-02
460,382,2022-02-11,2022-02
463,383,2022-02-11,2022-02
466,384,2022-02-11,2022-02
468,385,2022-02-11,2022-02
419,386,2022-02-12,2022-02
424,387,2022-02-12,2022-02
435,388,2022-02-12,2022-02
443,389,2022-02-12,2022-02
469,390,2022-02-12,2022-02
476,391,2022-02-12,2022-02
484,392,2022-02-12,2022-02
497,393,2022-02-12,2022-02
502,394,2022-02-12,2022-02
427,395,2022-02-13,2022-02
437,397,2022-02-13,2022-02
453,398,2022-02-13,2022-02
454,399,2022-02-13,2022-02
461,400,2022-02-13,2022-02
470,401,2022-02-13,2022-02
473,402,2022-02-13,2022-02
479,403,2022-02-13,2022-02
481,404,2022-02-13,2022-02
487,405,2022-02-13,2022-02
489,406,2022-02-13,2022-02
490,407,2022-02-13,2022-02
501,408,2022-02-13,2022-02
513,409,2022-02-13,2022-02
520,410,2022-02-13,2022-02
440,411,2022-02-14,2022-02
456,412,2022-02-14,2022-02
459,413,2022-02-14,2022-02
467,414,2022-02-14,2022-02
477,415,2022-02-14,2022-02
480,416,2022-02-14,2022-02
486,417,2022-02-14,2022-02
500,418,2022-02-14,2022-02
505,419,2022-02-14,2022-02
509,420,2022-02-14,2022-02
517,421,2022-02-14,2022-02
528,422,2022-02-14,2022-02
448,424,2022-02-15,2022-02
458,425,2022-02-15,2022-02
465,426,2022-02-15,2022-02
471,427,2022-02-15,2022-02
472,428,2022-02-15,2022-02
482,429,2022-02-15,2022-02
493,430,2022-02-15,2022-02
503,431,2022-02-15,2022-02
504,432,2022-02-15,2022-02
507,433,2022-02-15,2022-02
533,434,2022-02-15,2022-02
464,435,2022-02-16,2022-02
474,436,2022-02-16,2022-02
478,437,2022-02-16,2022-02
483,438,2022-02-16,2022-02
488,439,2022-02-16,2022-02
494,440,2022-02-16,2022-02
539,441,2022-02-16,2022-02
545,442,2022-02-16,2022-02
546,443,2022-02-16,2022-02
510,445,2022-02-17,2022-02
515,446,2022-02-17,2022-02
518,447,2022-02-17,2022-02
521,448,2022-02-17,2022-02
543,449,2022-02-17,2022-02
566,450,2022-02-17,2022-02
568,451,2022-02-17,2022-02
496,452,2022-02-18,2022-02
506,453,2022-02-18,2022-02
512,454,2022-02-18,2022-02
519,455,2022-02-18,2022-02
540,456,2022-02-18,2022-02
541,457,2022-02-18,2022-02
548,458,2022-02-18,2022-02
557,459,2022-02-18,2022-02
491,461,2022-02-19,2022-02
492,462,2022-02-19,2022-02
495,463,2022-02-19,2022-02
499,464,2022-02-19,2022-02
511,465,2022-02-19,2022-02
522,466,2022-02-19,2022-02
523,467,2022-02-19,2022-02
525,468,2022-02-19,2022-02
536,469,2022-02-19,2022-02
537,470,2022-02-19,2022-02
544,472,2022-02-19,2022-02
547,473,2022-02-19,2022-02
553,474,2022-02-19,2022-02
555,475,2022-02-19,2022-02
560,476,2022-02-19,2022-02
564,477,2022-02-19,2022-02
580,478,2022-02-19,2022-02
596,479,2022-02-19,2022-02
600,480,2022-02-19,2022-02
602,481,2022-02-19,2022-02
508,482,2022-02-20,2022-02
516,483,2022-02-20,2022-02
534,484,2022-02-20,2022-02
535,485,2022-02-20,2022-02
561,486,2022-02-20,2022-02
571,487,2022-02-20,2022-02
572,488,2022-02-20,2022-02
592,489,2022-02-20,2022-02
598,490,2022-02-20,2022-02
604,491,2022-02-20,2022-02
609,492,2022-02-20,2022-02
616,493,2022-02-20,2022-02
526,495,2022-02-21,2022-02
527,496,2022-02-21,2022-02
529,497,2022-02-21,2022-02
542,498,2022-02-21,2022-02
552,499,2022-02-21,2022-02
565,500,2022-02-21,2022-02
573,501,2022-02-21,2022-02
585,502,2022-02-21,2022-02
587,503,2022-02-21,2022-02
612,504,2022-02-21,2022-02
622,505,2022-02-21,2022-02
627,506,2022-02-21,2022-02
551,507,2022-02-22,2022-02
567,508,2022-02-22,2022-02
576,509,2022-02-22,2022-02
582,510,2022-02-22,2022-02
584,511,2022-02-22,2022-02
619,512,2022-02-22,2022-02
626,513,2022-02-22,2022-02
550,514,2022-02-23,2022-02
554,515,2022-02-23,2022-02
556,516,2022-02-23,2022-02
563,517,2022-02-23,2022-02
579,518,2022-02-23,2022-02
583,519,2022-02-23,2022-02
590,520,2022-02-23,2022-02
594,521,2022-02-23,2022-02
597,522,2022-02-23,2022-02
599,523,2022-02-23,2022-02
606,524,2022-02-23,2022-02
630,525,2022-02-23,2022-02
641,526,2022-02-23,2022-02
655,527,2022-02-23,2022-02
663,528,2022-02-23,2022-02
558,530,2022-02-24,2022-02
559,531,2022-02-24,2022-02
562,532,2022-02-24,2022-02
574,533,2022-02-24,2022-02
577,534,2022-02-24,2022-02
581,535,2022-02-24,2022-02
593,536,2022-02-24,2022-02
595,537,2022-02-24,2022-02
607,538,2022-02-24,2022-02
610,539,2022-02-24,2022-02
621,540,2022-02-24,2022-02
635,541,2022-02-24,2022-02
637,542,2022-02-24,2022-02
644,543,2022-02-24,2022-02
654,544,2022-02-24,2022-02
659,545,2022-02-24,2022-02
664,546,2022-02-24,2022-02
575,547,2022-02-25,2022-02
589,548,2022-02-25,2022-02
605,549,2022-02-25,2022-02
615,550,2022-02-25,2022-02
638,551,2022-02-25,2022-02
642,552,2022-02-25,2022-02
643,553,2022-02-25,2022-02
650,554,2022-02-25,2022-02
657,555,2022-02-25,2022-02
676,556,2022-02-25,2022-02
591,559,2022-02-26,2022-02
601,560,2022-02-26,2022-02
603,561,2022-02-26,2022-02
608,562,2022-02-26,2022-02
613,563,2022-02-26,2022-02
617,564,2022-02-26,2022-02
625,565,2022-02-26,2022-02
629,566,2022-02-26,2022-02
645,567,2022-02-26,2022-02
660,568,2022-02-26,2022-02
668,569,2022-02-26,2022-02
678,570,2022-02-26,2022-02
689,571,2022-02-26,2022-02
620,572,2022-02-27,2022-02
623,573,2022-02-27,2022-02
631,574,2022-02-27,2022-02
634,575,2022-02-27,2022-02
646,576,2022-02-27,2022-02
648,577,2022-02-27,2022-02
665,578,2022-02-27,2022-02
666,579,2022-02-27,2022-02
679,580,2022-02-27,2022-02
636,581,2022-02-28,2022-02
647,582,2022-02-28,2022-02
649,583,2022-02-28,2022-02
652,584,2022-02-28,2022-02
653,585,2022-02-28,2022-02
656,586,2022-02-28,2022-02
658,587,2022-02-28,2022-02
661,588,2022-02-28,2022-02
667,589,2022-02-28,2022-02
669,590,2022-02-28,2022-02
671,591,2022-02-28,2022-02
672,592,2022-02-28,2022-02
673,593,2022-02-28,2022-02
675,594,2022-02-28,2022-02
677,595,2022-02-28,2022-02
680,597,2022-02-28,2022-02
681,598,2022-02-28,2022-02
684,599,2022-02-28,2022-02
685,600,2022-02-28,2022-02
686,601,2022-02-28,2022-02
687,602,2022-02-28,2022-02
690,603,2022-02-28,2022-02
691,604,2022-02-28,2022-02
692,605,2022-02-28,2022-02
693,606,2022-02-28,2022-02
696,607,2022-02-28,2022-02
697,608,2022-02-28,2022-02
698,609,2022-02-28,2022-02
699,610,2022-02-28,2022-02
700,611,2022-02-28,2022-02
705,613,2022-03-01,2022-03
706,614,2022-03-01,2022-03
708,615,2022-03-01,2022-03
711,616,2022-03-02,2022-03
724,617,2022-03-02,2022-03
726,618,2022-03-02,2022-03
728,619,2022-03-02,2022-03
729,620,2022-03-02,2022-03
731,621,2022-03-02,2022-03
714,623,2022-03-03,2022-03
717,624,2022-03-03,2022-03
750,625,2022-03-03,2022-03
704,626,2022-03-04,2022-03
715,627,2022-03-04,2022-03
718,628,2022-03-04,2022-03
723,629,2022-03-04,2022-03
735,630,2022-03-04,2022-03
741,631,2022-03-04,2022-03
754,632,2022-03-04,2022-03
760,633,2022-03-04,2022-03
765,634,2022-03-04,2022-03
710,636,2022-03-05,2022-03
725,637,2022-03-05,2022-03
730,638,2022-03-05,2022-03
732,639,2022-03-05,2022-03
751,640,2022-03-05,2022-03
702,642,2022-03-06,2022-03
734,643,2022-03-06,2022-03
737,644,2022-03-06,2022-03
738,645,2022-03-06,2022-03
764,646,2022-03-06,2022-03
779,647,2022-03-06,2022-03
783,648,2022-03-06,2022-03
785,649,2022-03-06,2022-03
707,650,2022-03-07,2022-03
720,651,2022-03-07,2022-03
721,652,2022-03-07,2022-03
727,653,2022-03-07,2022-03
744,654,2022-03-07,2022-03
753,655,2022-03-07,2022-03
795,656,2022-03-07,2022-03
703,657,2022-03-08,2022-03
712,658,2022-03-08,2022-03
742,659,2022-03-08,2022-03
748,660,2022-03-08,2022-03
752,661,2022-03-08,2022-03
762,662,2022-03-08,2022-03
763,663,2022-03-08,2022-03
771,664,2022-03-08,2022-03
773,665,2022-03-08,2022-03
776,666,2022-03-08,2022-03
778,667,2022-03-08,2022-03
792,668,2022-03-08,2022-03
818,669,2022-03-08,2022-03
722,670,2022-03-09,2022-03
749,672,2022-03-09,2022-03
758,673,2022-03-09,2022-03
770,674,2022-03-09,2022-03
782,675,2022-03-09,2022-03
786,676,2022-03-09,2022-03
788,677,2022-03-09,2022-03
806,678,2022-03-09,2022-03
809,679,2022-03-09,2022-03
810,680,2022-03-09,2022-03
833,681,2022-03-09,2022-03
739,683,2022-03-10,2022-03
740,684,2022-03-10,2022-03
746,685,2022-03-10,2022-03
759,686,2022-03-10,2022-03
761,687,2022-03-10,2022-03
768,688,2022-03-10,2022-03
780,689,2022-03-10,2022-03
784,690,2022-03-10,2022-03
789,692,2022-03-10,2022-03
814,693,2022-03-10,2022-03
819,694,2022-03-10,2022-03
826,695,2022-03-10,2022-03
829,696,2022-03-10,2022-03
834,697,2022-03-10,2022-03
845,698,2022-03-10,2022-03
856,699,2022-03-10,2022-03
757,702,2022-03-11,2022-03
766,703,2022-03-11,2022-03
777,704,2022-03-11,2022-03
805,705,2022-03-11,2022-03
807,706,2022-03-11,2022-03
813,707,2022-03-11,2022-03
817,708,2022-03-11,2022-03
821,709,2022-03-11,2022-03
836,710,2022-03-11,2022-03
840,711,2022-03-11,2022-03
848,712,2022-03-11,2022-03
850,713,2022-03-11,2022-03
772,715,2022-03-12,2022-03
775,716,2022-03-12,2022-03
781,717,2022-03-12,2022-03
790,718,2022-03-12,2022-03
794,719,2022-03-12,2022-03
796,720,2022-03-12,2022-03
803,721,2022-03-12,2022-03
804,722,2022-03-12,2022-03
815,723,2022-03-12,2022-03
823,724,2022-03-12,2022-03
831,725,2022-03-12,2022-03
841,726,2022-03-12,2022-03
846,727,2022-03-12,2022-03
858,728,2022-03-12,2022-03
867,729,2022-03-12,2022-03
874,730,2022-03-12,2022-03
797,731,2022-03-13,2022-03
812,732,2022-03-13,2022-03
816,733,2022-03-13,2022-03
820,734,2022-03-13,2022-03
843,735,2022-03-13,2022-03
847,736,2022-03-13,2022-03
849,737,2022-03-13,2022-03
855,738,2022-03-13,2022-03
861,739,2022-03-13,2022-03
863,740,2022-03-13,2022-03
865,741,2022-03-13,2022-03
892,742,2022-03-13,2022-03
893,743,2022-03-13,2022-03
798,744,2022-03-14,2022-03
801,745,2022-03-14,2022-03
837,746,2022-03-14,2022-03
844,747,2022-03-14,2022-03
859,748,2022-03-14,2022-03
873,749,2022-03-14,2022-03
876,750,2022-03-14,2022-03
879,751,2022-03-14,2022-03
882,752,2022-03-14,2022-03
907,753,2022-03-14,2022-03
914,754,2022-03-14,2022-03
917,755,2022-03-14,2022-03
808,756,2022-03-15,2022-03
825,757,2022-03-15,2022-03
830,758,2022-03-15,2022-03
839,759,2022-03-15,2022-03
870,760,2022-03-15,2022-03
889,761,2022-03-15,2022-03
910,762,2022-03-15,2022-03
915,763,2022-03-15,2022-03
918,764,2022-03-15,2022-03
919,765,2022-03-15,2022-03
936,766,2022-03-15,2022-03
827,768,2022-03-16,2022-03
838,769,2022-03-16,2022-03
842,770,2022-03-16,2022-03
857,771,2022-03-16,2022-03
881,772,2022-03-16,2022-03
883,773,2022-03-16,2022-03
890,774,2022-03-16,2022-03
902,775,2022-03-16,2022-03
924,776,2022-03-16,2022-03
932,777,2022-03-16,2022-03
933,778,2022-03-16,2022-03
935,779,2022-03-16,2022-03
852,783,2022-03-17,2022-03
860,784,2022-03-17,2022-03
864,785,2022-03-17,2022-03
875,786,2022-03-17,2022-03
877,787,2022-03-17,2022-03
886,788,2022-03-17,2022-03
887,789,2022-03-17,2022-03
896,790,2022-03-17,2022-03
898,791,2022-03-17,2022-03
904,792,2022-03-17,2022-03
916,793,2022-03-17,2022-03
922,794,2022-03-17,2022-03
928,795,2022-03-17,2022-03
930,796,2022-03-17,2022-03
939,797,2022-03-17,2022-03
946,798,2022-03-17,2022-03
949,799,2022-03-17,2022-03
962,800,2022-03-17,2022-03
965,801,2022-03-17,2022-03
967,802,2022-03-17,2022-03
969,803,2022-03-17,2022-03
868,805,2022-03-18,2022-03
885,806,2022-03-18,2022-03
888,807,2022-03-18,2022-03
906,808,2022-03-18,2022-03
942,809,2022-03-18,2022-03
980,810,2022-03-18,2022-03
995,811,2022-03-18,2022-03
878,814,2022-03-19,2022-03
895,815,2022-03-19,2022-03
899,816,2022-03-19,2022-03
923,817,2022-03-19,2022-03
938,818,2022-03-19,2022-03
950,819,2022-03-19,2022-03
953,820,2022-03-19,2022-03
960,821,2022-03-19,2022-03
971,822,2022-03-19,2022-03
974,823,2022-03-19,2022-03
976,824,2022-03-19,2022-03
982,825,2022-03-19,2022-03
989,826,2022-03-19,2022-03
992,827,2022-03-19,2022-03
993,828,2022-03-19,2022-03
1000,829,2022-03-19,2022-03
891,833,2022-03-20,2022-03
909,834,2022-03-20,2022-03
921,835,2022-03-20,2022-03
934,836,2022-03-20,2022-03
943,837,2022-03-20,2022-03
948,838,2022-03-20,2022-03
964,839,2022-03-20,2022-03
972,840,2022-03-20,2022-03
991,841,2022-03-20,2022-03
999,842,2022-03-20,2022-03
1003,843,2022-03-20,2022-03
1004,844,2022-03-20,2022-03
1028,845,2022-03-20,2022-03
903,846,2022-03-21,2022-03
905,847,2022-03-21,2022-03
908,848,2022-03-21,2022-03
926,849,2022-03-21,2022-03
927,850,2022-03-21,2022-03
954,851,2022-03-21,2022-03
957,852,2022-03-21,2022-03
958,853,2022-03-21,2022-03
961,854,2022-03-21,2022-03
970,855,2022-03-21,2022-03
984,856,2022-03-21,2022-03
986,857,2022-03-21,2022-03
990,858,2022-03-21,2022-03
1006,859,2022-03-21,2022-03
1010,860,2022-03-21,2022-03
1011,861,2022-03-21,2022-03
1016,862,2022-03-21,2022-03
1019,863,2022-03-21,2022-03
1024,864,2022-03-21,2022-03
1027,865,2022-03-21,2022-03
1033,866,2022-03-21,2022-03
1049,867,2022-03-21,2022-03
1052,868,2022-03-21,2022-03
925,870,2022-03-22,2022-03
944,871,2022-03-22,2022-03
952,872,2022-03-22,2022-03
955,873,2022-03-22,2022-03
963,874,2022-03-22,2022-03
968,875,2022-03-22,2022-03
981,876,2022-03-22,2022-03
987,877,2022-03-22,2022-03
988,878,2022-03-22,2022-03
997,879,2022-03-22,2022-03
1008,880,2022-03-22,2022-03
1021,881,2022-03-22,2022-03
1029,882,2022-03-22,2022-03
1032,883,2022-03-22,2022-03
1038,884,2022-03-22,2022-03
1041,885,2022-03-22,2022-03
1045,886,2022-03-22,2022-03
1061,887,2022-03-22,2022-03
940,890,2022-03-23,2022-03
941,891,2022-03-23,2022-03
956,892,2022-03-23,2022-03
959,893,2022-03-23,2022-03
994,894,2022-03-23,2022-03
998,895,2022-03-23,2022-03
1012,896,2022-03-23,2022-03
1018,897,2022-03-23,2022-03
1025,898,2022-03-23,2022-03
1031,899,2022-03-23,2022-03
1036,900,2022-03-23,2022-03
1046,901,2022-03-23,2022-03
1058,902,2022-03-23,2022-03
1062,903,2022-03-23,2022-03
1071,904,2022-03-23,2022-03
1073,905,2022-03-23,2022-03
975,907,2022-03-24,2022-03
